Combined_Key,Cases_per_Cap,Deaths_per_Cap,Unemployment_Rate_Jan2020,Unemployment_Rate_Oct2020,9-Month Difference
"Walthall, Mississippi, US",0.061808764,0.002239955,7,8.1,1.1
"Tulsa, Oklahoma, US",0.061743345,0.0004896,3.1,6.7,3.6
"Marion, Indiana, US",0.061716889,0.001024278,3.4,6.2,2.8
"Washburn, Wisconsin, US",0.061704835,0.000572519,6.3,4.4,-1.9
"Fremont, Iowa, US",0.061637931,0.000718391,2.5,1.9,-0.6
"Johnson, Indiana, US",0.061612094,0.001245519,2.9,3.7,0.8
"Cotton, Oklahoma, US",0.061595482,0.001235439,2.8,6.5,3.7
"Pike, Missouri, US",0.06157797,0.000601027,4.8,3,-1.8
"Amite, Mississippi, US",0.06155973,0.00130113,7.4,8.6,1.2
"Henry, Tennessee, US",0.061555109,0.000865667,5.3,7.5,2.2
"Taney, Missouri, US",0.061489773,0.000840366,12.2,5.1,-7.1
"Steuben, Indiana, US",0.061484651,0.000462508,2.9,3.7,0.8
"Williamsburg, South Carolina, US",0.06141333,0.001778188,5,5.6,0.6
"Pondera, Montana, US",0.061410929,0.000507528,3.8,4.3,0.5
"Bleckley, Georgia, US",0.061368756,0.002563505,4.9,5.2,0.3
"Chambers, Alabama, US",0.061346003,0.00171408,3.3,6,2.7
"Autauga, Alabama, US",0.061322021,0.000769658,3,4.5,1.5
"Webster, Louisiana, US",0.06131977,0.001591028,7.2,8.7,1.5
"Woodford, Illinois, US",0.061312047,0.001040069,3.7,3.7,0
"Antelope, Nebraska, US",0.061289298,0.000476342,2.7,1.9,-0.8
"Richmond, Georgia, US",0.061283441,0.001180142,4.7,5.7,1
"Mercer, Illinois, US",0.061281337,0.001295589,6.1,4,-2.1
"George, Mississippi, US",0.061265306,0.00122449,8.3,7.9,-0.4
"Jefferson, Mississippi, US",0.061230329,0.001716738,17.3,17.2,-0.1
"Mifflin, Pennsylvania, US",0.061120985,0.001820625,5.7,5.8,0.1
"Richmond, Virginia, US",0.061066164,0.000554139,3.5,3.9,0.4
"Phillips, Arkansas, US",0.061016759,0.000956023,7.4,8.8,1.4
"Franklin, Mississippi, US",0.060936082,0.000777907,7.3,7.5,0.2
"Butler, Missouri, US",0.060925656,0.000235416,5.1,3.8,-1.3
"Washington, Colorado, US",0.060920945,0.00203749,2.2,2.4,0.2
"Fayette, Iowa, US",0.060916031,0.000712468,5.3,2.8,-2.5
"Yazoo, Mississippi, US",0.060895925,0.001448299,6.4,9,2.6
"Iberia, Louisiana, US",0.060890735,0.001632536,6.5,10.9,4.4
"Hickman, Tennessee, US",0.060886488,0.000873779,3.4,6,2.6
"Winneshiek, Iowa, US",0.060877395,0.00080036,5.1,2.4,-2.7
"Greenwood, Kansas, US",0.060849214,0.000334336,3.7,4.3,0.6
"Shelby, Tennessee, US",0.060807797,0.000807754,4.4,11,6.6
"Whitley, Indiana, US",0.06079967,0.00050053,3.1,3.4,0.3
"Winkler, Texas, US",0.060799001,0.000998752,3.7,10,6.3
"Carbon, Montana, US",0.060792541,0.000652681,5,4.5,-0.5
"Daviess, Indiana, US",0.060777788,0.001829031,3,2.7,-0.3
"Cherokee, Oklahoma, US",0.060772345,0.000287728,3.9,5.7,1.8
"Audubon, Iowa, US",0.06077147,0.001091703,3.4,2.1,-1.3
"Camden, Missouri, US",0.060770975,0.001252565,7.6,3.6,-4
"Kent, Michigan, US",0.060707354,0.000716944,2.8,3.9,1.1
"St. Martin, Louisiana, US",0.060695102,0.001459827,6,9,3
"Seminole, Oklahoma, US",0.060681012,0.000618353,5,7.7,2.7
"Washington, Georgia, US",0.060665554,0.001963287,4.5,5.2,0.7
"Jefferson Davis, Mississippi, US",0.0606578,0.001887132,6.7,9.2,2.5
"Grundy, Missouri, US",0.060609137,0.001827411,4.3,3.4,-0.9
"Forrest, Mississippi, US",0.060589877,0.001241705,4.8,7.1,2.3
"McDonough, Illinois, US",0.060575433,0.00151607,3.9,4.2,0.3
"Bland, Virginia, US",0.060509554,0.000955414,2.8,3.8,1
"Richmond, New York, US",0.060507033,0.002495049,3.4,10.8,7.4
"Hubbard, Minnesota, US",0.060443907,0.001535526,7.9,3.4,-4.5
"Upton, Texas, US",0.060432048,0.001640689,3.2,6.6,3.4
"Chattooga, Georgia, US",0.060430029,0.001613619,4.8,4.6,-0.2
"Wayne, Georgia, US",0.060380259,0.001637317,4.1,4,-0.1
"Graves, Kentucky, US",0.060376751,0.001100199,5.1,6.7,1.6
"St. Helena, Louisiana, US",0.060303987,0.000394789,6.9,13.1,6.2
"Nemaha, Nebraska, US",0.060240964,0.001004016,3.7,2,-1.7
"Marion, Mississippi, US",0.060228706,0.002197534,5.7,7,1.3
"St. Clair, Alabama, US",0.060226562,0.000692645,2.9,4.2,1.3
"DuPage, Illinois, US",0.06012974,0.000988167,2.8,5.7,2.9
"Southampton, Virginia, US",0.060121377,0.002268731,3,4.2,1.2
"San Saba, Texas, US",0.060115607,0.00181668,3.6,4,0.4
"Neosho, Kansas, US",0.060098707,0.000499781,4.7,5.8,1.1
"Poweshiek, Iowa, US",0.060095115,0.00113489,4.3,2.5,-1.8
"Sweetwater, Wyoming, US",0.060080769,0.00035425,5.4,6,0.6
"Cleveland, Arkansas, US",0.060080442,0.002011061,5.2,6.3,1.1
"West Baton Rouge, Louisiana, US",0.06007935,0.001738145,5.2,7.9,2.7
"Parke, Indiana, US",0.060046053,0.000413296,4.3,3.5,-0.8
"Johnson, Georgia, US",0.060043555,0.003318469,4,3.5,-0.5
"Grainger, Tennessee, US",0.060034305,0.000900515,4.9,7.3,2.4
"Fall River, South Dakota, US",0.060032772,0.001489647,5.1,5.2,0.1
"Montgomery, North Carolina, US",0.060022817,0.001619254,4.2,5.7,1.5
"Owsley, Kentucky, US",0.06002265,0.000906002,7.1,7.9,0.8
"Whitley, Kentucky, US",0.060004412,0.00024818,5.5,8.2,2.7
"Comanche, Texas, US",0.059992666,0.00110011,3.8,5.4,1.6
"Ottawa, Kansas, US",0.059957924,0,2.9,4.1,1.2
"Summit, Colorado, US",0.059946471,0.000161233,1.6,7.9,6.3
"Champaign, Illinois, US",0.059907768,0.000357673,3.4,4.2,0.8
"St. Charles, Missouri, US",0.059840009,0.000609419,3.8,3.1,-0.7
"Isanti, Minnesota, US",0.059833481,0.000615824,5.7,4,-1.7
"Cleburne, Alabama, US",0.05982562,0.001006036,3.4,3.6,0.2
"Saline, Illinois, US",0.05981014,0.001362224,5.5,5.6,0.1
"Barton, Missouri, US",0.059809427,0.000595542,3.9,2.9,-1
"Wells, Indiana, US",0.059796438,0.001519649,3.2,3.4,0.2
"McLean, Illinois, US",0.059784161,0.000448935,3.3,4.1,0.8
"Florence, South Carolina, US",0.059757182,0.00162698,3,4.1,1.1
"Franklin, Idaho, US",0.059743442,0.000576535,2.6,3.3,0.7
"Canadian, Oklahoma, US",0.059734603,0.000296684,3,5.6,2.6
"Hamilton, Tennessee, US",0.059730182,0.00060902,3.7,6.7,3
"Dixie, Florida, US",0.059728991,0.00065375,3.9,4.4,0.5
"Lee, South Carolina, US",0.059721892,0.002376991,5,5.5,0.5
"Williamson, Tennessee, US",0.059694982,0.000432025,2.5,4.6,2.1
"Escambia, Florida, US",0.059682831,0.001055555,3.4,5.5,2.1
"Cass, Minnesota, US",0.059672924,0.000436549,8.3,4.6,-3.7
"Meigs, Tennessee, US",0.05965223,0.00104653,5.5,8.4,2.9
"Shelby, Alabama, US",0.059636567,0.000399629,2.4,3.3,0.9
"Pennington, Minnesota, US",0.059635952,0.000708265,7.9,2.8,-5.1
"Hamilton, Illinois, US",0.059635288,0.000985707,3.4,3.1,-0.3
"Van Buren, Iowa, US",0.059625213,0.001561613,3.9,2.5,-1.4
"Dawes, Nebraska, US",0.059611131,0.002095704,2.4,1.9,-0.5
"Cowley, Kansas, US",0.059585195,0.000286467,3.6,5.3,1.7
"Crawford, Arkansas, US",0.05956653,0.000758809,3.8,5.1,1.3
"Miami, Ohio, US",0.059539944,0.000644938,4.6,4.3,-0.3
"Crawford, Missouri, US",0.059531773,0.00062709,4.8,3.8,-1
"Jefferson, Florida, US",0.059525481,0.000842342,3.3,5.1,1.8
"Freeborn, Minnesota, US",0.059509263,0.000462336,4.1,3.3,-0.8
"Bamberg, South Carolina, US",0.05950519,0.00270155,5.6,6.5,0.9
"Ashland, Wisconsin, US",0.05950392,0.000835368,5.7,6.3,0.6
"Jackson, Georgia, US",0.059484495,0.000890692,2.7,2.8,0.1
"Worth, Iowa, US",0.059477036,0.000270966,4.2,2.5,-1.7
"Montgomery, Indiana, US",0.059471021,0.000939016,3.3,3.5,0.2
"Stafford, Kansas, US",0.059432146,0.00120308,3.2,3.4,0.2
"Monona, Iowa, US",0.059431225,0.001392919,4.2,2.4,-1.8
"Garfield, Nebraska, US",0.059421026,0.002031488,2.5,1.5,-1
"San Bernardino, California, US",0.059411445,0.000569244,3.9,9.1,5.2
"Cocke, Tennessee, US",0.059410066,0.000916565,6.7,8.1,1.4
"Grady, Oklahoma, US",0.059390336,0.000573127,3.5,6.2,2.7
"Fulton, Indiana, US",0.05937719,0.001101432,4.2,4.2,0
"Le Flore, Oklahoma, US",0.059374561,0.000561651,4.6,7.4,2.8
"Essex, Massachusetts, US",0.059330777,0.001961893,3.4,7.7,4.3
"Jefferson, Missouri, US",0.059329752,0.000537584,4.2,3.7,-0.5
"Noble, Ohio, US",0.059276206,0.002079867,9.5,6.3,-3.2
"Jo Daviess, Illinois, US",0.059241818,0.00113021,5.5,4,-1.5
"Cook, Georgia, US",0.059235669,0.001215981,3.4,3.3,-0.1
"Bell, Kentucky, US",0.059234788,0.000806699,7.8,8.3,0.5
"Aitkin, Minnesota, US",0.059234546,0.001951404,9.1,4.3,-4.8
"Hart, Kentucky, US",0.059206724,0.000262674,6.8,5.9,-0.9
"Union, New Jersey, US",0.059199304,0.002669226,4.5,8.3,3.8
"DeKalb, Indiana, US",0.059183439,0.000966072,3.1,3.9,0.8
"Clarke, Iowa, US",0.059180415,0.000638638,4.3,2.9,-1.4
"Denver, Colorado, US",0.059176773,0.000851197,2.8,7.4,4.6
"Jenkins, Georgia, US",0.059128631,0.003918857,4.7,4.8,0.1
"Meagher, Montana, US",0.059076262,0.003759398,4,3.8,-0.2
"Jefferson, Kentucky, US",0.059059128,0.000637751,4.1,7.4,3.3
"Sussex, Virginia, US",0.059055471,0.001164979,5.1,7.7,2.6
"Kent, Texas, US",0.059055118,0.001312336,3.7,3.2,-0.5
"Lafayette, Louisiana, US",0.059053153,0.000699701,5.2,7.6,2.4
"Avoyelles, Louisiana, US",0.059037465,0.001893185,7.3,8,0.7
"Bartow, Georgia, US",0.059022815,0.001030277,3.4,3.8,0.4
"Brown, Illinois, US",0.058984494,0.001216175,2.2,2.1,-0.1
"Clark, Indiana, US",0.05889165,0.000811482,3.4,4.9,1.5
"Tangipahoa, Louisiana, US",0.058890752,0.001127948,6.6,10.5,3.9
"Chester, South Carolina, US",0.058863665,0.001271554,4.3,6.4,2.1
"Adams, Iowa, US",0.058856191,0.000555247,2.4,2.6,0.2
"Jim Wells, Texas, US",0.058840966,0.00148214,5.6,12.5,6.9
"Lexington, Virginia, US",0.058823529,0.000402901,4.8,5.1,0.3
"Johnston, Oklahoma, US",0.058818223,0.00045106,5.4,8.2,2.8
"Oktibbeha, Mississippi, US",0.058785569,0.001310827,5.2,6.5,1.3
"Boone, Arkansas, US",0.058773242,0.001389186,3.9,4.5,0.6
"Divide, North Dakota, US",0.058745583,0.000883392,1.6,3.4,1.8
"Richland, Wisconsin, US",0.05871783,0.000753536,4.5,3.5,-1
"Bossier, Louisiana, US",0.058682767,0.001338172,5,6.8,1.8
"Maricopa, Arizona, US",0.058677081,0.000976721,4,7.5,3.5
"Calcasieu, Louisiana, US",0.058662184,0.00129279,5.3,12,6.7
"Livingston, Missouri, US",0.058645826,0.001247784,3.6,2.4,-1.2
"Carbon, Wyoming, US",0.058581081,0.000810811,4.2,3.5,-0.7
"Brown, Texas, US",0.058551659,0.001056412,4.1,5.9,1.8
"Defiance, Ohio, US",0.058550161,0.001470318,4.9,4.3,-0.6
"Victoria, Texas, US",0.058533513,0.001183702,3.9,7.4,3.5
"Wilson, North Carolina, US",0.058520067,0.001088006,5.9,7.7,1.8
"Henry, Alabama, US",0.058471375,0.000464981,3.8,4.6,0.8
"Erath, Texas, US",0.05843365,0.000585508,3.7,5,1.3
"Union, Kentucky, US",0.058410403,0.000486753,4.9,5.8,0.9
"Lander, Nevada, US",0.058387563,0.000723066,3.9,4.6,0.7
"Seward, Nebraska, US",0.05837769,0.001099283,3,2.7,-0.3
"Henry, Missouri, US",0.0583761,0.00082478,5,3.5,-1.5
"Terrell, Georgia, US",0.058375337,0.003985465,4.6,6.4,1.8
"Randolph, Missouri, US",0.058348149,0.000565702,4.8,3.7,-1.1
"Clinton, Kentucky, US",0.05832844,0.000978665,6,5.3,-0.7
"Candler, Georgia, US",0.058317134,0.003239841,2.8,3.4,0.6
"Shelby, Ohio, US",0.058304178,0.000370447,4.5,4.2,-0.3
"Kendall, Illinois, US",0.058268083,0.000511668,3.5,5.6,2.1
"Murray, Georgia, US",0.058260176,0.000847965,5.5,4.5,-1
"Tarrant, Texas, US",0.058236445,0.00056694,3.3,6.3,3
"McCracken, Kentucky, US",0.058225565,0.000489162,5.5,7.9,2.4
"Pike, Indiana, US",0.058196787,0.001856486,4,3.9,-0.1
"Chilton, Alabama, US",0.058184028,0.001035383,2.9,4.2,1.3
"Carter, Missouri, US",0.058174524,0.001003009,6.2,3.7,-2.5
"Thomas, Nebraska, US",0.058171745,0,4.6,2.7,-1.9
"Leon, Florida, US",0.058164329,0.000568836,3.1,5.1,2
"Lipscomb, Texas, US",0.058150325,0.001855861,2.9,3.9,1
"Houston, Alabama, US",0.058130749,0.000481668,3.2,5.4,2.2
"Osceola, Florida, US",0.058104968,0.000721222,3.3,10.4,7.1
"Grant, Minnesota, US",0.058104488,0.001172137,6.5,2.7,-3.8
"Somerset, Maryland, US",0.058088695,0.000507495,6.8,8.6,1.8
"Dane, Wisconsin, US",0.058056137,0.000219501,2.9,3.9,1
"Delaware, Indiana, US",0.058036536,0.001042625,4.2,5.1,0.9
"Davis, Utah, US",0.057901829,0.000208169,2.5,3.2,0.7
"Lawrence, Indiana, US",0.057879656,0.001234296,4.2,4.7,0.5
"McMullen, Texas, US",0.057873486,0.001345895,1.5,2.2,0.7
"Pope, Minnesota, US",0.057871811,0.00026669,3.9,2.5,-1.4
"Green, Kentucky, US",0.057855772,0.000913993,4.4,5.7,1.3
"Wilson, Kansas, US",0.057829912,0.00058651,4.4,6,1.6
"Ottawa, Michigan, US",0.057821334,0.000753864,2.7,3.1,0.4
"Treutlen, Georgia, US",0.057817708,0.002173598,5.6,4.2,-1.4
"Lewis and Clark, Montana, US",0.057768752,0.00038887,3.8,3.5,-0.3
"Marion, Alabama, US",0.057760275,0.001380053,3.9,4.2,0.3
"Hamilton, Indiana, US",0.057740724,0.000639032,2.6,3.3,0.7
"Holt, Nebraska, US",0.057713321,0.000993345,2.5,1.7,-0.8
"Lowndes, Mississippi, US",0.057684103,0.00124584,5.2,7.7,2.5
"Ward, Texas, US",0.057676279,0.000583431,2.7,7.9,5.2
"Starke, Indiana, US",0.057621222,0.001348119,5.1,5.4,0.3
"Goodhue, Minnesota, US",0.057617609,0.000755287,4,3.1,-0.9
"Greer, Oklahoma, US",0.057598039,0.00140056,4.1,8,3.9
"Crenshaw, Alabama, US",0.057580598,0.002323555,3.5,4.4,0.9
"Lauderdale, Mississippi, US",0.057578415,0.002145025,5.1,6.8,1.7
"Scott, Illinois, US",0.057564128,0.000201979,5.5,3.2,-2.3
"Bayfield, Wisconsin, US",0.057528598,0.001064113,7.9,6.1,-1.8
"Riley, Kansas, US",0.057522362,0.00021554,2.9,4.2,1.3
"Wilkinson, Georgia, US",0.057516194,0.002010275,3.8,3.8,0
"St. Charles, Louisiana, US",0.057495292,0.001355932,5.1,8.6,3.5
"Loudon, Tennessee, US",0.057483169,0.00042539,3.8,6.2,2.4
"Blaine, Oklahoma, US",0.057482236,0.000212112,2.4,6.1,3.7
"Washington, Louisiana, US",0.057474997,0.001753474,6.7,9.2,2.5
"Columbia, Arkansas, US",0.057466854,0.001492092,5,6.7,1.7
"Clay, Mississippi, US",0.057465314,0.001449575,7.6,10.7,3.1
"Dodge, Georgia, US",0.057461781,0.002766319,5.6,4.2,-1.4
"Saginaw, Michigan, US",0.057431812,0.001679446,5.1,5.2,0.1
"Taylor, Georgia, US",0.057356608,0.001620948,3.4,5.4,2
"Walton, Florida, US",0.05735038,0.000540022,3,4.2,1.2
"Faribault, Minnesota, US",0.057350033,0.00036622,5.8,3.8,-2
"Bradford, Florida, US",0.057338392,0.000780114,3.2,4.7,1.5
"Haskell, Oklahoma, US",0.057337451,0.000554368,5.8,7.8,2
"Kern, California, US",0.057333798,0.000520994,8.6,10.6,2
"Niobrara, Wyoming, US",0.057300509,0.000424448,3.4,3.6,0.2
"Anderson, Kansas, US",0.05726648,0,3.8,3.5,-0.3
"Butler, Ohio, US",0.05726456,0.000448929,4.5,4.8,0.3
"Choctaw, Oklahoma, US",0.057251908,0.000408942,5.2,7.9,2.7
"Park, Wyoming, US",0.057237789,0.000239775,5.2,4.2,-1
"Jackson, Illinois, US",0.057198238,0.000792952,3.5,4.7,1.2
"Clark, Ohio, US",0.057195916,0.00111871,5.7,5,-0.7
"Little River, Arkansas, US",0.057182478,0.003018191,5,5.9,0.9
"Blount, Tennessee, US",0.057180212,0.000533482,3.8,6,2.2
"Clay, Georgia, US",0.05716302,0.001058574,7.5,8.6,1.1
"Stanly, North Carolina, US",0.057160144,0.00124192,4,5.1,1.1
"Burke, North Carolina, US",0.057158645,0.00078466,3.9,5.7,1.8
"Refugio, Texas, US",0.057138745,0.002446747,4.1,8,3.9
"Dale, Alabama, US",0.057126007,0.00119987,3.2,4.5,1.3
"Sequatchie, Tennessee, US",0.057034474,0.000332757,4.4,7.8,3.4
"DeKalb, Illinois, US",0.057017837,0.00057199,4.5,5,0.5
"Greenville, South Carolina, US",0.056950541,0.00084998,2.5,3.5,1
"LaPorte, Indiana, US",0.056939793,0.00105562,4.8,6.3,1.5
"St. Louis, Minnesota, US",0.056929723,0.000798714,4.5,4.4,-0.1
"Bay, Florida, US",0.056844395,0.001064652,3.6,4.6,1
"Carver, Minnesota, US",0.056789959,0.000209346,2.8,3.5,0.7
"Suffolk, Massachusetts, US",0.056775224,0.001624566,2.8,7.9,5.1
"Tipton, Indiana, US",0.056773171,0.001914444,2.9,3.4,0.5
"Coffee, Alabama, US",0.056761301,0.000477628,3.1,3.7,0.6
"West Feliciana, Louisiana, US",0.056718911,0.001605858,5,6,1
"Catawba, North Carolina, US",0.056696605,0.000733308,3.7,6.2,2.5
"Anderson, Tennessee, US",0.056678532,0.00053262,3.8,6.6,2.8
"Spencer, Indiana, US",0.056665187,0.00049317,3.9,3.8,-0.1
"Grimes, Texas, US",0.056648199,0.001419668,4.5,7.6,3.1
"Bibb, Georgia, US",0.056627426,0.001632291,3.8,5.8,2
"Madison, Indiana, US",0.056618481,0.001111377,4.3,5.2,0.9
"Oceana, Michigan, US",0.056598783,0.001246836,7.6,5,-2.6
"Howard, Missouri, US",0.056594341,0.00019998,4.1,2.5,-1.6
"Tensas, Louisiana, US",0.056529765,0.000692201,10.7,8.2,-2.5
"Preble, Ohio, US",0.056528546,0.000635977,4.9,4,-0.9
"Lafourche, Louisiana, US",0.056446821,0.001567398,5.3,7,1.7
"Edgecombe, North Carolina, US",0.056438452,0.001476531,5.8,9.8,4
"Madison, Mississippi, US",0.056430668,0.001147998,4.2,5.1,0.9
"Gaston, North Carolina, US",0.056420329,0.000872938,4.2,6.8,2.6
"Hudson, New Jersey, US",0.056403194,0.002442031,3.8,9.1,5.3
"Tuscarawas, Ohio, US",0.056399274,0.001097981,5.9,4.5,-1.4
"Montgomery, Ohio, US",0.05639032,0.000571765,4.8,5.8,1
"Massac, Illinois, US",0.05634621,0.001161778,5.3,4.9,-0.4
"Greene, Missouri, US",0.056321353,0.000812048,3.6,3.1,-0.5
"Kodiak Island, Alaska, US",0.056316356,7.69E-05,7.6,3.6,-4
"Wilkinson, Mississippi, US",0.05631518,0.002549247,10.9,15.8,4.9
"Chouteau, Montana, US",0.056255546,0.000532387,3.6,3.1,-0.5
"Calhoun, Georgia, US",0.056228793,0.001777347,3.6,3.4,-0.2
"Kay, Oklahoma, US",0.056226744,0.000620148,4,6.8,2.8
"Butte, Idaho, US",0.056218714,0,3.7,3.5,-0.2
"Otoe, Nebraska, US",0.056207844,0.000124906,3.1,2.3,-0.8
"Piatt, Illinois, US",0.056167401,0.000305923,3.6,3.1,-0.5
"Marshall, Oklahoma, US",0.056110094,0.000236253,3.5,5.7,2.2
"Bertie, North Carolina, US",0.056103869,0.00131947,5.6,5.8,0.2
"Boyd, Kentucky, US",0.056081168,0.000620746,6.8,8.3,1.5
"Lauderdale, Alabama, US",0.056077387,0.000657831,3.5,4.4,0.9
"Ralls, Missouri, US",0.056067514,0.00038801,4,2.4,-1.6
"Cambria, Pennsylvania, US",0.056063353,0.001205911,6.5,6.5,0
"Johnson, Arkansas, US",0.056061404,0.000526751,4.8,5.3,0.5
"Delaware, Oklahoma, US",0.056058034,0.000906787,3.7,5,1.3
"Cumberland, Tennessee, US",0.056047588,0.000727032,6.5,7.5,1
"Treasure, Montana, US",0.056034483,0.001436782,2.4,3.7,1.3
"Green, Wisconsin, US",0.05603355,0.000243506,4,3.5,-0.5
"Alexander,North Carolina,US",0.055977812,0.000560045,3.3,5.4,2.1
"Wheatland, Montana, US",0.055973659,0.002822201,6.1,5,-1.1
"Monroe, Arkansas, US",0.055961797,0.000746157,5,6.7,1.7
"Stephens, Texas, US",0.055947042,0.001067692,3.4,7,3.6
"Kit Carson, Colorado, US",0.055939129,0.001127237,1.9,2.3,0.4
"Lemhi, Idaho, US",0.055936215,0.001121216,6.5,5.6,-0.9
"Beltrami, Minnesota, US",0.055925235,0.000614563,5.4,3.6,-1.8
"Kenai Peninsula,Alaska,US",0.055920829,0.000255502,7.8,6.8,-1
"Musselshell, Montana, US",0.055903302,0.0015109,6.3,4.9,-1.4
"Henderson, Kentucky, US",0.055894714,0.000862641,4.1,5.7,1.6
"DeKalb, Missouri, US",0.055869929,0.001354906,4.3,2.6,-1.7
"Nicollet, Minnesota, US",0.05584408,0.000875299,2.6,2.8,0.2
"Bartholomew, Indiana, US",0.055837382,0.00087134,2.8,3.8,1
"Jackson, Kentucky, US",0.055818141,0.001350439,7.3,9.6,2.3
"Wyandot, Ohio, US",0.055805622,0.001056403,4.1,3.4,-0.7
"Alpine, California, US",0.055801594,0,4.6,9.7,5.1
"Dallas, Arkansas, US",0.055785419,0.00114139,5,4.6,-0.4
"Caldwell, North Carolina, US",0.055744847,0.000304218,4,6.6,2.6
"Cleveland, Oklahoma, US",0.055743731,0.000485892,2.7,5.2,2.5
"Sublette, Wyoming, US",0.05574204,0.000508595,5.9,5.7,-0.2
"Cass, Nebraska, US",0.05573758,0.000266687,3.7,2.6,-1.1
"Richland, South Carolina, US",0.055717375,0.00075765,2.8,4.3,1.5
"Claiborne, Louisiana, US",0.055711551,0.002042119,7.1,7.2,0.1
"Towns, Georgia, US",0.05566171,0.002824624,5.1,4.1,-1
"Randolph, Georgia, US",0.055621127,0.004573621,4.4,4.1,-0.3
"Jefferson, Tennessee, US",0.055619782,0.000789063,4.8,6.6,1.8
"Talladega, Alabama, US",0.055615294,0.00080022,3.7,5.8,2.1
"Logan, Arkansas, US",0.05557626,0.000372682,5.3,6,0.7
"Rogers, Oklahoma, US",0.055570577,0.000821986,3.1,6,2.9
"Shawnee, Kansas, US",0.055570318,0.001017668,3.7,5.1,1.4
"Valley, Nebraska, US",0.055555556,0.000721501,3.1,1.9,-1.2
"Carroll, Georgia, US",0.055553704,0.000875058,3.5,4.2,0.7
"Fulton, Illinois, US",0.055503786,0.000611532,6,4.7,-1.3
"Live Oak, Texas, US",0.055459982,0.000819202,3.4,7.1,3.7
"Fulton, Kentucky, US",0.055453175,0.000670129,5.3,7.1,1.8
"Marshall, West Virginia, US",0.055451836,0.001244637,7.7,6.5,-1.2
"Lamar, Mississippi, US",0.055428382,0.000820927,4.1,5,0.9
"Rapides, Louisiana, US",0.055427002,0.001558065,6,6.8,0.8
"Wheeler, Georgia, US",0.05537874,0.002418842,7.5,4.6,-2.9
"Darlington, South Carolina, US",0.055375424,0.00124591,3.4,4.7,1.3
"Mitchell, Kansas, US",0.055360428,0,2.3,2.4,0.1
"Kiowa, Oklahoma, US",0.055351401,0.000918695,3.3,5.3,2
"Lawrence, Missouri, US",0.055299179,0.001068961,4.9,3.7,-1.2
"Franklin, Kansas, US",0.055277169,0.000665518,3.7,4.5,0.8
"Hidalgo, Texas, US",0.055264894,0.002459978,7.6,10.5,2.9
"Brazos, Texas, US",0.055250402,0.000540986,2.8,4.5,1.7
"Brooks, Georgia, US",0.055250049,0.001940868,3.6,3.7,0.1
"Sullivan, Tennessee, US",0.055226463,0.000940965,4.2,7.6,3.4
"Sumter, Alabama, US",0.055202382,0.001770339,4.4,6.4,2
"Tulare, California, US",0.055202222,0.000707858,11,10.9,-0.1
"Limestone, Alabama, US",0.055168579,0.000495375,2.8,3.7,0.9
"Boyle, Kentucky, US",0.055156354,0,4.9,8.3,3.4
"Columbus, North Carolina, US",0.055145204,0.001333141,5.5,7.2,1.7
"Okmulgee, Oklahoma, US",0.055141037,0.000649942,4.8,7.9,3.1
"Berrien, Michigan, US",0.055136538,0.001003905,4.5,4.6,0.1
"Ellis, Texas, US",0.055127525,0.000752059,3.2,5.2,2
"Franklin, Missouri, US",0.055113642,0.000971462,4.3,3.7,-0.6
"Andrew, Missouri, US",0.055103884,0.000733966,3.5,2.4,-1.1
"Evans, Georgia, US",0.055096677,0.001220199,3.5,3.8,0.3
"De Soto, Louisiana, US",0.055092306,0.001565743,7.3,7.9,0.6
"Nelson, Kentucky, US",0.05509052,0.000259555,4.7,5.6,0.9
"Richardson, Nebraska, US",0.055054037,0.001525747,3.5,2.1,-1.4
"Johnson, Kansas, US",0.055019829,0.000592628,2.8,4.4,1.6
"Ashley, Arkansas, US",0.054993132,0.000915704,7.1,9.2,2.1
"Falls, Texas, US",0.054980632,0.000867202,3.5,5.3,1.8
"Nash, North Carolina, US",0.05496405,0.001198329,4.9,7.4,2.5
"Lafayette, Missouri, US",0.054940687,0.001070075,4.2,3.3,-0.9
"McHenry, Illinois, US",0.054936414,0.00060109,3.6,5.6,2
"Madison, Ohio, US",0.054838926,0.000447117,4.2,3.7,-0.5
"Itasca, Minnesota, US",0.054819411,0.000642588,7.4,5.5,-1.9
"Magoffin, Kentucky, US",0.054765233,8.22E-05,14.8,16.7,1.9
"Taylor, Kentucky, US",0.054755714,0.000349257,4.5,5.7,1.2
"McDowell, North Carolina, US",0.054746918,0.000808637,4.3,5.7,1.4
"Pawnee, Nebraska, US",0.054726368,0.000382702,2.6,2,-0.6
"Powder River, Montana, US",0.05469679,0.002972652,3,2.8,-0.2
"Barnwell, South Carolina, US",0.054682258,0.001246046,4.6,5.4,0.8
"Cleveland, North Carolina, US",0.054672425,0.001214943,4.4,6.7,2.3
"Henry, Ohio, US",0.054654521,0.001296008,6.5,4.2,-2.3
"Henderson, Illinois, US",0.05461932,0.000752332,5,3.2,-1.8
"St. James, Louisiana, US",0.054607509,0.001943496,7.3,11.5,4.2
"Ohio, Kentucky, US",0.054596983,0.000916896,6.2,7,0.8
"Cass, Michigan, US",0.05456968,0.000753085,4.6,4.4,-0.2
